"Begin Time - msec","End Time - msec","Duration - msec","RH_phase","File","File Path"
11157,12661,1504,"rest","antwerp3b_run2_segm.eaf"
12661,14431,1770,"rest","antwerp3b_run2_segm.eaf"
14431,18589,4158,"stroke","antwerp3b_run2_segm.eaf"
18589,20147,1558,"stroke","antwerp3b_run2_segm.eaf"
20147,21800,1653,"hold","antwerp3b_run2_segm.eaf"
21800,22157,357,"prep","antwerp3b_run2_segm.eaf"
22157,23536,1379,"stroke","antwerp3b_run2_segm.eaf"
23536,24052,516,"retr","antwerp3b_run2_segm.eaf"
24052,26644,2592,"stroke","antwerp3b_run2_segm.eaf"
26644,29115,2471,"stroke","antwerp3b_run2_segm.eaf"
29115,31958,2843,"stroke","antwerp3b_run2_segm.eaf"
34884,35294,410,"prep","antwerp3b_run2_segm.eaf"
35294,37410,2116,"stroke","antwerp3b_run2_segm.eaf"
37410,37940,530,"retr","antwerp3b_run2_segm.eaf"
37940,38378,438,"prep","antwerp3b_run2_segm.eaf"
38378,39800,1422,"stroke","antwerp3b_run2_segm.eaf"
39800,44901,5101,"stroke","antwerp3b_run2_segm.eaf"
44901,48757,3856,"stroke","antwerp3b_run2_segm.eaf"
48757,49484,727,"prep","antwerp3b_run2_segm.eaf"
49484,49915,431,"stroke","antwerp3b_run2_segm.eaf"
49915,50642,727,"retr","antwerp3b_run2_segm.eaf"

16433,16970,537,"stroke","antwerp4a_run1_segm.eaf"
16970,17507,537,"retr","antwerp4a_run1_segm.eaf"
22544,23073,529,"prep","antwerp4a_run1_segm.eaf"
23073,23330,257,"stroke","antwerp4a_run1_segm.eaf"
23330,24007,677,"retr","antwerp4a_run1_segm.eaf"
28507,29073,566,"prep","antwerp4a_run1_segm.eaf"
29073,29308,235,"stroke","antwerp4a_run1_segm.eaf"
29308,29889,581,"retr","antwerp4a_run1_segm.eaf"
29889,30183,294,"prep","antwerp4a_run1_segm.eaf"
30183,30477,294,"stroke","antwerp4a_run1_segm.eaf"
30477,31117,640,"retr","antwerp4a_run1_segm.eaf"
34919,35323,404,"stroke","antwerp4a_run1_segm.eaf"
35323,35588,265,"retr","antwerp4a_run1_segm.eaf"
43051,43830,779,"stroke","antwerp4a_run1_segm.eaf"

6156,6609,453,"prep","antwerp4a_run2_segm.eaf"
6609,7421,812,"stroke","antwerp4a_run2_segm.eaf"
7421,7906,485,"retr","antwerp4a_run2_segm.eaf"
7906,8796,890,"stroke","antwerp4a_run2_segm.eaf"
8796,9796,1000,"stroke","antwerp4a_run2_segm.eaf"
9796,10890,1094,"retr","antwerp4a_run2_segm.eaf"
17625,18234,609,"prep","antwerp4a_run2_segm.eaf"
18234,19968,1734,"hold","antwerp4a_run2_segm.eaf"
24625,25081,456,"prep","antwerp4a_run2_segm.eaf"
25081,26824,1743,"stroke","antwerp4a_run2_segm.eaf"
26824,27984,1160,"retr","antwerp4a_run2_segm.eaf"
28781,29175,394,"prep","antwerp4a_run2_segm.eaf"
29175,29729,554,"stroke","antwerp4a_run2_segm.eaf"
29729,30478,749,"retr","antwerp4a_run2_segm.eaf"
32750,33315,565,"stroke","antwerp4a_run2_segm.eaf"
33315,33828,513,"retr","antwerp4a_run2_segm.eaf"
35484,35873,389,"prep","antwerp4a_run2_segm.eaf"
35873,36105,232,"stroke","antwerp4a_run2_segm.eaf"
36105,36609,504,"retr","antwerp4a_run2_segm.eaf"
58531,59221,690,"prep","antwerp4a_run2_segm.eaf"
59221,59687,466,"stroke","antwerp4a_run2_segm.eaf"
59687,60431,744,"prep","antwerp4a_run2_segm.eaf"
60431,63589,3158,"stroke","antwerp4a_run2_segm.eaf"
63589,64314,725,"retr","antwerp4a_run2_segm.eaf"
65609,67905,2296,"stroke","antwerp4a_run2_segm.eaf"
67905,68468,563,"retr","antwerp4a_run2_segm.eaf"

6618,7906,1288,"stroke","antwerp4b_run1_segm.eaf"
31438,32245,807,"prep","antwerp4b_run1_segm.eaf"
32245,32476,231,"stroke","antwerp4b_run1_segm.eaf"
32476,32894,418,"retr","antwerp4b_run1_segm.eaf"

45694,46221,527,"stroke","antwerp4b_run2_segm.eaf"

1221,1792,571,"prep","antwerp5a_run1_segm.eaf"
1792,2306,514,"stroke","antwerp5a_run1_segm.eaf"
2306,2683,377,"retr","antwerp5a_run1_segm.eaf"
4297,4830,533,"prep","antwerp5a_run1_segm.eaf"
4830,6193,1363,"stroke","antwerp5a_run1_segm.eaf"
6193,6846,653,"retr","antwerp5a_run1_segm.eaf"
7457,8306,849,"stroke","antwerp5a_run1_segm.eaf"
8306,10103,1797,"hold","antwerp5a_run1_segm.eaf"
10103,10311,208,"prep","antwerp5a_run1_segm.eaf"
10311,11731,1420,"stroke","antwerp5a_run1_segm.eaf"
11731,14014,2283,"hold","antwerp5a_run1_segm.eaf"
14014,15702,1688,"stroke","antwerp5a_run1_segm.eaf"
15702,17924,2222,"stroke","antwerp5a_run1_segm.eaf"
17924,19070,1146,"hold","antwerp5a_run1_segm.eaf"
19070,19471,401,"retr","antwerp5a_run1_segm.eaf"
19471,20556,1085,"stroke","antwerp5a_run1_segm.eaf"
20556,22264,1708,"hold","antwerp5a_run1_segm.eaf"
22264,23047,783,"prep","antwerp5a_run1_segm.eaf"
23047,24773,1726,"stroke","antwerp5a_run1_segm.eaf"
24773,25457,684,"stroke","antwerp5a_run1_segm.eaf"
25457,28113,2656,"hold","antwerp5a_run1_segm.eaf"
28113,28551,438,"prep","antwerp5a_run1_segm.eaf"
28551,29981,1430,"stroke","antwerp5a_run1_segm.eaf"
29981,31952,1971,"stroke","antwerp5a_run1_segm.eaf"
31952,32665,713,"prep","antwerp5a_run1_segm.eaf"
32665,33306,641,"stroke","antwerp5a_run1_segm.eaf"
33306,34693,1387,"stroke","antwerp5a_run1_segm.eaf"
34693,35438,745,"retr","antwerp5a_run1_segm.eaf"
38863,39575,712,"prep","antwerp5a_run1_segm.eaf"
39575,41542,1967,"stroke","antwerp5a_run1_segm.eaf"
41542,42466,924,"retr","antwerp5a_run1_segm.eaf"
43778,47694,3916,"stroke","antwerp5a_run1_segm.eaf"
47694,51749,4055,"hold","antwerp5a_run1_segm.eaf"
51749,52122,373,"retr","antwerp5a_run1_segm.eaf"
52122,53727,1605,"stroke","antwerp5a_run1_segm.eaf"
53727,54888,1161,"retr","antwerp5a_run1_segm.eaf"
70698,71448,750,"stroke","antwerp5a_run1_segm.eaf"
71448,72808,1360,"hold","antwerp5a_run1_segm.eaf"
72808,73426,618,"retr","antwerp5a_run1_segm.eaf"

4949,7313,2364,"stroke","antwerp5a_run2_segm.eaf"
7313,8703,1390,"hold","antwerp5a_run2_segm.eaf"
8703,9322,619,"prep","antwerp5a_run2_segm.eaf"
9322,10508,1186,"stroke","antwerp5a_run2_segm.eaf"
10508,10864,356,"hold","antwerp5a_run2_segm.eaf"
10864,12940,2076,"prep","antwerp5a_run2_segm.eaf"
12940,14211,1271,"stroke","antwerp5a_run2_segm.eaf"
14211,14593,382,"prep","antwerp5a_run2_segm.eaf"
14593,16076,1483,"stroke","antwerp5a_run2_segm.eaf"
16076,16483,407,"prep","antwerp5a_run2_segm.eaf"
16483,17672,1189,"stroke","antwerp5a_run2_segm.eaf"
17672,17957,285,"hold","antwerp5a_run2_segm.eaf"
17957,19271,1314,"retr","antwerp5a_run2_segm.eaf"
19271,20415,1144,"stroke","antwerp5a_run2_segm.eaf"
20415,21432,1017,"stroke","antwerp5a_run2_segm.eaf"
21432,22110,678,"stroke","antwerp5a_run2_segm.eaf"
22110,22949,839,"retr","antwerp5a_run2_segm.eaf"
22949,24059,1110,"stroke","antwerp5a_run2_segm.eaf"
24059,24644,585,"retr","antwerp5a_run2_segm.eaf"
24644,27313,2669,"stroke","antwerp5a_run2_segm.eaf"
27313,28974,1661,"hold","antwerp5a_run2_segm.eaf"
28974,32296,3322,"stroke","antwerp5a_run2_segm.eaf"
32296,33724,1428,"stroke","antwerp5a_run2_segm.eaf"
33724,34771,1047,"stroke","antwerp5a_run2_segm.eaf"
34771,36466,1695,"hold","antwerp5a_run2_segm.eaf"
36466,37415,949,"prep","antwerp5a_run2_segm.eaf"
37415,38152,737,"stroke","antwerp5a_run2_segm.eaf"
38152,39355,1203,"hold","antwerp5a_run2_segm.eaf"
39355,42466,3111,"stroke","antwerp5a_run2_segm.eaf"
42466,43330,864,"stroke","antwerp5a_run2_segm.eaf"
43330,44415,1085,"hold","antwerp5a_run2_segm.eaf"
44415,45661,1246,"retr","antwerp5a_run2_segm.eaf"
47237,47906,669,"prep","antwerp5a_run2_segm.eaf"
47906,49542,1636,"stroke","antwerp5a_run2_segm.eaf"
49542,50288,746,"stroke","antwerp5a_run2_segm.eaf"
50288,51474,1186,"hold","antwerp5a_run2_segm.eaf"
55677,57279,1602,"stroke","antwerp5a_run2_segm.eaf"
57279,59686,2407,"hold","antwerp5a_run2_segm.eaf"
59686,61635,1949,"stroke","antwerp5a_run2_segm.eaf"
61635,63330,1695,"hold","antwerp5a_run2_segm.eaf"
63330,63933,603,"retr","antwerp5a_run2_segm.eaf"
64423,65008,585,"prep","antwerp5a_run2_segm.eaf"
65008,66330,1322,"stroke","antwerp5a_run2_segm.eaf"
66330,67559,1229,"stroke","antwerp5a_run2_segm.eaf"
67559,68983,1424,"stroke","antwerp5a_run2_segm.eaf"
